,publication,publisher,divisions,dir,rev_number,ispublished,issn,full_text_status,status_changed,subjects,uri,abstract,title,refereed,type,creators,metadata_visibility,datestamp,eprint_status,eprintid,lastmod,documents,userid,id_number,official_url,corp_creators,event_type,event_title,date_type,related_url,pres_type,event_dates,event_location,pagerange,volume,number,contributors,book_title,contact_email,succeeds,isbn,editors,pages,place_of_pub
76,,FISIP Universitas Lampung,['FISIP2'],disk0/00/03/30/91,7,submitted,,public,2021-07-07 01:04:07,['H1'],http://repository.lppm.unila.ac.id/id/eprint/33091,Hasil Penilaian Sejawat Sebidang atau Peer Review Karya Ilmiah: Jurnal Nasional tidak terakreditasi (pendamping mahasiswa),Penanggulangan Pra Bencana Alam Tsunami di Kabupaten Lampung Selatan dalam Perspektif Collaborative Governance,,other,"[{'name': {'given': 'Intan Fitri', 'lineage': None, 'family': 'Meutia', 'honourific': None}, 'id': 'intan.fitri@fisip.unila.ac.id'}]",show,2021-07-07 01:04:07,archive,33091,2021-07-07 01:04:07,"[{'placement': 1, 'eprintid': 33091, 'uri': 'http://repository.lppm.unila.ac.id/id/document/150989', 'pos': 1, 'security': 'public', 'main': 'Penanggulangan Pra Bencana.pdf', 'docid': 150989, 'files': [{'fileid': 391975, 'datasetid': 'document', 'hash': '1d544cc1a964a29c5cc19bf0be2f2f13', 'mime_type': 'application/pdf', 'objectid': 150989, 'filesize': 2127577, 'filename': 'Penanggulangan Pra Bencana.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/391975', 'hash_type': 'MD5', 'mtime': '2021-07-05 09:41:36'}], 'format': 'text', 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf'}]",205,,,,,,,,,,,,,,,,,,,,,
77,,FISIP UNILA,['FISIP2'],disk0/00/02/72/80,7,submitted,,public,2021-01-10 02:36:50,['H1'],http://repository.lppm.unila.ac.id/id/eprint/27280,Hasil Penilaian Sejawat Sebidang atau Peer Review Karya Ilmiah: Jurnal Ilmiah Nasional,Penanggulangan Pra Bencana Alam Tsunami di Kabupaten Lampung Selatan dalam Perspektif Collaborative Governance.,,other,"[{'id': 'intan.fitri@fisip.unila.ac.id', 'name': {'given': 'Intan Fitri', 'honourific': None, 'lineage': None, 'family': 'Meutia'}}]",show,2021-01-10 02:36:50,archive,27280,2021-01-10 02:36:50,"[{'format': 'text', 'docid': 41290, 'main': 'Administrativa-Bencana.pdf', 'files': [{'datasetid': 'document', 'fileid': 244204, 'hash': 'dfc2e04f1b256e17570223d1468071ed', 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2021-01-08 05:58:06', 'objectid': 41290, 'filesize': 1359116, 'uri': 'http://repository.lppm.unila.ac.id/id/file/244204', 'filename': 'Administrativa-Bencana.pdf'}], 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 27280, 'placement': 1, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/41290', 'pos': 1}]",205,,,,,,,,,,,,,,,,,,,,,
78,,FISIP Universitas Lampung,['FISIP2'],disk0/00/02/36/28,7,submitted,,public,2020-08-13 07:26:13,['H1'],http://repository.lppm.unila.ac.id/id/eprint/23628,Hasil Penilaian Sejawat Sebidang atau Peer Review Karya Ilmiah: Prosiding Seminar Nasional,Peranan Masyarakat Lokal Dalam Mewujudkan Pariwisata Berkelanjutan di Provinsi Lampung,,other,"[{'name': {'honourific': None, 'family': 'Meutia', 'lineage': None, 'given': 'Intan Fitri'}, 'id': 'intan.fitri@fisip.unila.ac.id'}]",show,2020-08-13 07:26:13,archive,23628,2020-08-13 07:26:13,"[{'files': [{'hash': '300a4ad280da0c7d1ca58d9bccb688f7', 'mime_type': 'application/pdf', 'fileid': 215773, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/215773', 'filename': 'File 7.pdf', 'objectid': 37260, 'filesize': 1974555, 'mtime': '2020-08-13 06:25:30', 'hash_type': 'MD5'}], 'main': 'File 7.pdf', 'docid': 37260, 'format': 'text', 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'placement': 1, 'eprintid': 23628, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/37260', 'security': 'public'}]",205,,,,,,,,,,,,,,,,,,,,,
79,,FISIP Universitas Lampung,['FISIP2'],disk0/00/03/30/92,7,submitted,,public,2021-07-07 01:04:10,['H1'],http://repository.lppm.unila.ac.id/id/eprint/33092,Hasil Penilaian Sejawat Sebidang atau Peer Review Karya Ilmiah: Jurnal Nasional tidak Terakreditasi (pendamping mahasiswa),Peranan Sai Batin Kerajaan Adat Paksi Pak Sekala Bekhak dalam Perumusan Kebijakan Publik Berwawasan Budaya di Kabupaten Lampung Barat,,other,"[{'id': 'intan.fitri@fisip.unila.ac.id', 'name': {'given': 'Intan Fitri', 'lineage': None, 'family': 'Meutia', 'honourific': None}}]",show,2021-07-07 01:04:10,archive,33092,2021-07-07 01:04:10,"[{'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'docid': 150990, 'main': 'Peranan Sai Batin.pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/391982', 'filename': 'Peranan Sai Batin.pdf', 'filesize': 2100891, 'objectid': 150990, 'mtime': '2021-07-05 09:44:12', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'hash': 'de15a66edab52f5485a62a56695b8b97', 'fileid': 391982, 'datasetid': 'document'}], 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/150990', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 33092}]",205,,,,,,,,,,,,,,,,,,,,,
80,,FISIP UNILA,['FISIP2'],disk0/00/02/72/81,7,submitted,,public,2021-01-10 02:37:23,['H1'],http://repository.lppm.unila.ac.id/id/eprint/27281,Hasil Penilaian Sejawat Sebidang atau Peer Review Karya Ilmiah: Jurnal Ilmiah Nasional,Peranan Sai Batin Kerajaan Adat Paksi Pak Sekala Bekhak dalam Perumusan Kebijakan Publik Berwawasan Budaya di Kabupaten Lampung Barat .,,other,"[{'name': {'honourific': None, 'family': 'Meutia', 'lineage': None, 'given': 'Intan Fitri'}, 'id': 'intan.fitri@fisip.unila.ac.id'}]",show,2021-01-10 02:37:23,archive,27281,2021-01-10 02:37:23,"[{'placement': 1, 'eprintid': 27281, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/41291', 'security': 'public', 'files': [{'datasetid': 'document', 'fileid': 244211, 'mime_type': 'application/pdf', 'hash': '0ab7d770eae93e8fcc8b5599e3a8be18', 'objectid': 41291, 'filesize': 1273460, 'filename': 'Administrativa-Sai Batin.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/244211', 'hash_type': 'MD5', 'mtime': '2021-01-08 06:01:02'}], 'main': 'Administrativa-Sai Batin.pdf', 'docid': 41291, 'format': 'text', 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf'}]",205,,,,,,submitted,,,,,,,,,,,,,,,
81,,FISIP Universitas Lampung,['FISIP2'],disk0/00/03/30/93,7,submitted,,public,2021-07-07 01:04:14,['H1'],http://repository.lppm.unila.ac.id/id/eprint/33093,Hasil Penilaian Sejawat Sebidang atau Peer Review Karya Ilmiah: Jurnal Nasional tidak Terakreditasi (pendamping mahasiswa),Polisi dan Sumber Daya Manusia : Studi Assesment Center Berbasis Meryt Sistem di Polda Lampung,,other,"[{'id': 'intan.fitri@fisip.unila.ac.id', 'name': {'given': 'Intan Fitri', 'honourific': None, 'lineage': None, 'family': 'Meutia'}}]",show,2021-07-07 01:04:14,archive,33093,2021-07-07 01:04:15,"[{'files': [{'mime_type': 'application/pdf', 'hash': '6da92e6aeeb1a78e6eb89a9edd4c0791', 'datasetid': 'document', 'fileid': 391993, 'filename': 'Polisi dan SDM.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/391993', 'objectid': 150995, 'filesize': 2091855, 'mtime': '2021-07-05 09:46:36', 'hash_type': 'MD5'}], 'main': 'Polisi dan SDM.pdf', 'docid': 150995, 'format': 'text', 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'placement': 1, 'eprintid': 33093, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/150995', 'security': 'public'}]",205,,,,,,,,,,,,,,,,,,,,,
82,,FISIP Universitas Lampung,['FISIP2'],disk0/00/02/36/21,7,submitted,,public,2020-08-13 07:25:44,['H1'],http://repository.lppm.unila.ac.id/id/eprint/23621,Hasil Penilaian Sejawat Sebidang atau Peer Review Karya Ilmiah: Jurnal Ilmiah Nasional,Polisi dan Sumber Daya Manusia : Studi Assesment Center Berbasis Meryt Sistem di Polda Lampung.,,other,"[{'name': {'given': 'Intan Fitri', 'honourific': None, 'lineage': None, 'family': 'Meutia'}, 'id': 'intan.fitri@fisip.unila.ac.id'}]",show,2020-08-13 07:25:44,archive,23621,2020-08-13 07:25:44,"[{'format': 'text', 'main': 'File 3.pdf', 'files': [{'objectid': 37254, 'filesize': 1823549, 'filename': 'File 3.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/215731', 'hash_type': 'MD5', 'mtime': '2020-08-13 05:55:17', 'fileid': 215731, 'datasetid': 'document', 'hash': 'a9bb54294bd3c07120c02d6e0e3ff799', 'mime_type': 'application/pdf'}], 'docid': 37254, 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'eprintid': 23621, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/37254'}]",205,,,,,,,,,,,,,,,,,,,,,
83,,FISIP Universitas Lampung,['FISIP2'],disk0/00/02/36/30,7,submitted,,public,2020-08-13 07:25:38,['H1'],http://repository.lppm.unila.ac.id/id/eprint/23630,Hasil Penilaian Sejawat Sebidang atau Peer Review Karya Ilmiah: Laporan Penelitian,Profil Alumni Jurusan Administrasi Publik Melalui Penelusuran Lulusan (Tracer Study) Tahun 2018  dan Relevansinya Terhadap Dunia Kerja,,other,"[{'name': {'honourific': None, 'family': 'Meutia', 'lineage': None, 'given': 'Intan Fitri'}, 'id': 'intan.fitri@fisip.unila.ac.id'}]",show,2020-08-13 07:25:38,archive,23630,2020-08-13 07:25:38,"[{'format': 'text', 'docid': 37262, 'main': 'File 11.pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/215787', 'filename': 'File 11.pdf', 'objectid': 37262, 'filesize': 2009159, 'mtime': '2020-08-13 06:31:18', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'hash': '421db721ceec7d0063bcd1a89e6f5647', 'fileid': 215787, 'datasetid': 'document'}], 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 23630, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/37262'}]",205,,,,,,,,,,,,,,,,,,,,,
84,,FISIP Universitas Lampung,['FISIP2'],disk0/00/02/36/32,7,submitted,,public,2020-08-13 07:26:24,['H1'],http://repository.lppm.unila.ac.id/id/eprint/23632,Hasil Penilaian Sejawat Sebidang atau Peer Review Karya Ilmiah: Laporan Penelitian,Profil Pembangunan Gender FISIP.,,other,"[{'id': 'intan.fitri@fisip.unila.ac.id', 'name': {'lineage': None, 'family': 'Meutia', 'honourific': None, 'given': 'Intan Fitri'}}]",show,2020-08-13 07:26:24,archive,23632,2020-08-13 07:26:24,"[{'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/37264', 'eprintid': 23632, 'placement': 1, 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'format': 'text', 'files': [{'filesize': 1997439, 'objectid': 37264, 'filename': 'File 13.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/215801', 'hash_type': 'MD5', 'mtime': '2020-08-13 06:34:29', 'fileid': 215801, 'datasetid': 'document', 'mime_type': 'application/pdf', 'hash': 'ea0118461450549273fdd3cfda576f62'}], 'main': 'File 13.pdf', 'docid': 37264}]",205,,,,,,,,,,,,,,,,,,,,,
85,,FISIP Universitas Lampung,['FISIP2'],disk0/00/03/30/88,7,submitted,,public,2021-07-07 01:04:00,['H1'],http://repository.lppm.unila.ac.id/id/eprint/33088,Hasil Penilaian Sejawat Sebidang atau Peer Review Karya Ilmiah: Laporan Penelitian,Strategi Pengelolaan sumber Daya Perum Damri Cabang Lampung Dalam Jasa Transportasi Antar Kota Dalam Provinsi (AKDP).,,other,"[{'name': {'given': 'Intan Fitri', 'honourific': None, 'lineage': None, 'family': 'Meutia'}, 'id': 'intan.fitri@fisip.unila.ac.id'}]",show,2021-07-07 01:04:00,archive,33088,2021-07-07 01:04:00,"[{'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'files': [{'hash_type': 'MD5', 'mtime': '2021-07-05 09:35:09', 'objectid': 150982, 'filesize': 1874041, 'filename': 'Strategi AKDP.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/391950', 'datasetid': 'document', 'fileid': 391950, 'mime_type': 'application/pdf', 'hash': '5219dad420db4cadab4353df2bfd3b58'}], 'main': 'Strategi AKDP.pdf', 'docid': 150982, 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/150982', 'security': 'public', 'placement': 1, 'eprintid': 33088}]",205,,,,,,,,,,,,,,,,,,,,,
86,,FISIP UNILA,['FISIP2'],disk0/00/02/72/84,7,submitted,,public,2021-01-10 02:38:02,['H1'],http://repository.lppm.unila.ac.id/id/eprint/27284,Hasil Penilaian Sejawat Sebidang atau Peer Review Karya Ilmiah: Jurnal Ilmiah Nasional,Strategi Satuan Intelijen dan Keamanan (Sat Intelkam) Kepolisian Resor (Polres) Way Kanan Menuju Pelayanan Prima.,,other,"[{'id': 'intan.fitri@fisip.unila.ac.id', 'name': {'honourific': None, 'lineage': None, 'family': 'Meutia', 'given': 'Intan Fitri'}}]",show,2021-01-10 02:38:02,archive,27284,2021-01-10 02:38:02,"[{'docid': 41294, 'main': 'Administrativa-Strategi.pdf', 'files': [{'filename': 'Administrativa-Strategi.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/244233', 'filesize': 1349183, 'objectid': 41294, 'mtime': '2021-01-08 06:07:15', 'hash_type': 'MD5', 'hash': '612a7b7954659772122ca55821c1a33f', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 244233}], 'format': 'text', 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'placement': 1, 'eprintid': 27284, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/41294', 'security': 'public'}]",205,,,,,,,,,,,,,,,,,,,,,
87,,FISIP Universitas Lampung,['FISIP2'],disk0/00/02/36/33,7,submitted,,public,2020-08-13 07:26:32,['H1'],http://repository.lppm.unila.ac.id/id/eprint/23633,Hasil Penilaian Sejawat Sebidang atau Peer Review Karya Ilmiah: Laporan Penelitian,Strategy Cyber Policing Dalam Penerapan Collaborative Governance,,other,"[{'name': {'given': 'Intan Fitri', 'family': 'Meutia', 'lineage': None, 'honourific': None}, 'id': 'intan.fitri@fisip.unila.ac.id'}]",show,2020-08-13 07:26:32,archive,23633,2020-08-13 07:26:32,"[{'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/37265', 'eprintid': 23633, 'placement': 1, 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'format': 'text', 'main': 'File 14.pdf', 'files': [{'datasetid': 'document', 'fileid': 215808, 'mime_type': 'application/pdf', 'hash': 'ef36b5aec9c9176495bc09247336c725', 'filesize': 1890965, 'objectid': 37265, 'uri': 'http://repository.lppm.unila.ac.id/id/file/215808', 'filename': 'File 14.pdf', 'hash_type': 'MD5', 'mtime': '2020-08-13 06:35:59'}], 'docid': 37265}]",205,,,,,,,,,,,,,,,,,,,,,
88,,FISIP Universitas Lampung,['FISIP2'],disk0/00/02/36/19,7,submitted,,public,2020-08-13 07:25:30,['H1'],http://repository.lppm.unila.ac.id/id/eprint/23619,Hasil Penilaian Sejawat Sebidang atau Peer Review Karya Ilmiah: Jurnal Ilmiah Nasional Terindex Sinta 2,Stunting Intervension Strategy Based on Community Empowerment,,other,"[{'id': 'intan.fitri@fisip.unila.ac.id', 'name': {'given': 'Intan Fitri', 'lineage': None, 'family': 'Meutia', 'honourific': None}}]",show,2020-08-13 07:25:30,archive,23619,2020-08-13 07:25:31,"[{'main': 'File 2.pdf', 'docid': 37252, 'files': [{'mtime': '2020-08-13 05:47:25', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/215721', 'filename': 'File 2.pdf', 'objectid': 37252, 'filesize': 1894298, 'mime_type': 'application/pdf', 'hash': '6fd53b2184ebe8c649c8713f41dd8344', 'datasetid': 'document', 'fileid': 215721}], 'format': 'text', 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'placement': 1, 'eprintid': 23619, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/37252', 'security': 'public'}]",205,,,,,,,,,,,,,,,,,,,,,
89,,FISIP Universitas Lampung,['FISIP2'],disk0/00/03/30/96,7,submitted,,public,2021-07-07 01:04:23,['H1'],http://repository.lppm.unila.ac.id/id/eprint/33096,Hasil Penilaian Sejawat Sebidang atau Peer Review Karya Ilmiah: Jurnal Nasioal terakreditasi Sinta 2,Stunting Intervension Strategy Based on Community Empowerment,,other,"[{'id': 'intan.fitri@fisip.unila.ac.id', 'name': {'honourific': None, 'lineage': None, 'family': 'Meutia', 'given': 'Intan Fitri'}}]",show,2021-07-07 01:04:23,archive,33096,2021-07-07 01:04:23,"[{'format': 'text', 'files': [{'datasetid': 'document', 'fileid': 392026, 'hash': '458630d97c0cb32cfdb3c8d2ff0d6b5e', 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2021-07-05 09:53:36', 'objectid': 151010, 'filesize': 2147004, 'uri': 'http://repository.lppm.unila.ac.id/id/file/392026', 'filename': 'stunting.pdf'}], 'main': 'stunting.pdf', 'docid': 151010, 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'eprintid': 33096, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/151010'}]",205,,,,,,,,,,,,,,,,,,,,,
90,,FISIP Universitas Lampung,['FISIP2'],disk0/00/02/36/16,7,submitted,,public,2020-08-13 07:25:17,['H1'],http://repository.lppm.unila.ac.id/id/eprint/23616,Hasil Penilaian Sejawat Sebidang atau Peer Review Karya Ilmiah  Jurnal Internasional,Tourism Policy: Local Wisdom and Integrated Coastal Zone Management,,other,"[{'name': {'given': 'Intan Fitri', 'honourific': None, 'lineage': None, 'family': 'Meutia'}, 'id': 'intan.fitri@fisip.unila.ac.id'}]",show,2020-08-13 07:25:17,archive,23616,2020-08-13 07:25:17,"[{'eprintid': 23616, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/37251', 'format': 'text', 'main': 'File 1.pdf', 'files': [{'mtime': '2020-08-13 05:38:58', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/215712', 'filename': 'File 1.pdf', 'filesize': 1799980, 'objectid': 37251, 'hash': '9f86c4072f89da21b88dcc9b21b61ae9', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 215712}], 'docid': 37251, 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf'}]",205,,,,,,,,,,,,,,,,,,,,,
91,,"Jurusan Ilmu Administrasi Negara, FISIP, Universitas Lampung",['FISIP2'],disk0/00/01/78/51,7,submitted,,public,2020-02-14 07:01:31,['H1'],http://repository.lppm.unila.ac.id/id/eprint/17851,"Penelitian ini merupakan penelitian kualitatif dalam perspektif penelitian kebijakan.  Dimana penelitian ini akan mendeskripsikan secara ilmiah, rasional, empiris dan sistematis serta menganalisa pada strategis Strategi Cyber Policing dalam Penerapan Collaborative Governance. Pelayanan kepada masyarakat dilakukan oleh aparat penegak hukum kepolisian. Institusi Kepolisian merupakan salah satu institusi yang dibentuk guna memberikan pelayanan kepada masyarakat. Harapan masyarakat terhadap Kepolisian Republik Indonesia (Polri) sebagai alat negara yang kompeten seharusnya memberikan pemeliharaan keamanan dan ketertiban, menegakkan hukum, serta terselenggaranya perlindungan, pengayoman dan pelayanan kepada masyarakat dengan baik saat ini belum berhasil mewujudkan harapan-harapan masyarakat tersebut. Namun untuk meningkatkan kualitas pelayanan publik yang maksimal bukanlah hal yang mudah apabila tanpa adanya dukungan dari masyarakat dan juga stakeholder terkait.

Collaborative governance merupakan sebuah proses yang di dalamnya melibatkan berbagai instansi dalam mencapai tujuan bersama. Penjabaran tidak dijelaskan secara terperinci jenis organisasi apa saja yang tergabung di dalam proses tersebut. Kerjasama antar organisasi menuju pada tujuan yang telah disepakati bersama dengan pengaktualisasian kapasitas masing-masing pihak. Kerjasama kolaboratif terjadi penyamaan visi, tujuan, strategi dan aktivitas antara para pihak tetapi memiliki otoritas untuk mengambil keputusan secara independen dan memiliki otoritas dalam mengelola organisasi walaupun mereka tunduk pada kesepakatan bersama. Salah satu strategi cyber policy yang dijalankan oleh Polri adalah mengeluarkan program yang bernama E-Policing. Program tersebut menggunakan pola collaborative governace, dimana Polri bekerjasama dengan instansi lainnya termasuk masyatakat dalam menangani masalah cyber crime. 

Lokasi penelitian adalah pada Polda Lampung. Di Provinsi Lampung, kasus cyber crime ditangani oleh Direktorat Reserse Kriminal Khusus Subdit II dengan pengembangan kasus yang terjadi Provinsi Lampung di bawah naungan Kepolisian Daerah Lampung, yang menangani terjadinya kasus kejahatan dunia maya (cyber crime) yang terjadi di Provinsi Lampung. Dengan adanya Direkorat Reserse Kriminal Khusus POLDA Lampung maka seharusnya dapat menekan angka kejahatan khususnya kejahatan dunia maya (cyber crime). Fakta tersebut dapat tercermin dalam data hasil pengaduan masyarakat atau Surat Laporan Polisi pada tahun 2013 sebanyak 16 kasus, 2014 sebanyak 25 kasus, dan 2015 sebanyak 31 kasus. Bebagai macam kasus cyber crime pengancaman, pembajakan, penipuan, pencurian, pelecehan, pemfitnahan, pemalsuan, penyebaran foto-foto dan video asusila yang tidak layak untuk yang masih di bawah umur media telekomunikasi dan jaringannya yang terdapat di Provinsi Lampung yang mengalami kenaikan pada setiap tahunnya, berdasarkan surat Laporan Polisi pada periode Januari 2013 sampai Desember 2015.

Kata kunci: Strategi_Cyber_Policing_Collaborative_Governance","STRATEGI CYBER POLICING DALAM PENERAPAN COLLABORATIVE
GOVERNANCE",,other,"[{'name': {'honourific': None, 'lineage': None, 'family': 'Meutia', 'given': 'Intan Fitri'}, 'id': 'intan.fitri@fisip.unila.ac.id'}, {'name': {'given': 'dian', 'honourific': None, 'lineage': None, 'family': 'Kagungan'}, 'id': 'dian.kagungan@fisip.unila.ac.id'}, {'name': {'family': 'Mulyana', 'lineage': None, 'honourific': None, 'given': 'Nana'}, 'id': 'akhang_nana@gmail.com'}, {'name': {'given': 'Novita', 'family': 'Tresiana', 'lineage': None, 'honourific': None}, 'id': 'novita.tresiana@fisip.unila.ac.id'}]",show,2020-02-14 07:01:31,archive,17851,2020-02-14 07:01:31,"[{'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/30975', 'security': 'public', 'placement': 1, 'eprintid': 17851, 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'docid': 30975, 'main': 'IntanFitriMeutia_PenelitianFisip2019.pdf', 'files': [{'filename': 'IntanFitriMeutia_PenelitianFisip2019.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/150397', 'filesize': 1404593, 'objectid': 30975, 'mtime': '2020-01-31 08:41:41', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'hash': 'b800500d5f719dbd834acc0f1d9a4c59', 'datasetid': 'document', 'fileid': 150397}], 'format': 'text'}]",205,,,,,,,,,,,,,,,,,,,,,
