,place_of_pub,title,type,creators,documents,lastmod,userid,metadata_visibility,eprintid,eprint_status,datestamp,ispublished,rev_number,status_changed,full_text_status,divisions,publisher,dir,uri,abstract,subjects,event_type,event_title,pres_type,refereed,pagerange,official_url,output_media,date_type,funders,event_location,event_dates,corp_creators,contributors,publication,related_url,number,volume,issn,id_number,contact_email,succeeds,monograph_type,book_title,pages,pedagogic_type,keywords
66,,Penilaian Sejawat: Potential application of UV-visible spectroscopy and PLS-DA method to discriminate Indonesian CTC black tea according to grade levels. IOP EES.,other,"[{'name': {'honourific': None, 'family': 'Suhandy', 'lineage': None, 'given': 'Diding'}, 'id': 'diding.sughandy@fp.unila.ac.id'}]","[{'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'format': 'text', 'docid': 161870, 'main': 'IOP EES Black Tea Suhandy (Gabungan).pdf', 'files': [{'objectid': 161870, 'filesize': 1220939, 'uri': 'http://repository.lppm.unila.ac.id/id/file/451764', 'filename': 'IOP EES Black Tea Suhandy (Gabungan).pdf', 'hash_type': 'MD5', 'mtime': '2022-03-25 14:14:50', 'datasetid': 'document', 'fileid': 451764, 'hash': 'd88ed3b6b60d523369bcd85f9bb803fd', 'mime_type': 'application/pdf'}], 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/161870', 'eprintid': 40546, 'placement': 1}]",2022-03-28 01:29:12,337,show,40546,archive,2022-03-28 01:29:12,pub,7,2022-03-28 01:29:12,public,['FP18'],IOP Publishing,disk0/00/04/05/46,http://repository.lppm.unila.ac.id/id/eprint/40546,,['S1'],,,,,,,,,,,,['University of Lampung'],[{'type': 'http://www.loc.gov/loc.terms/relators/AUT'}],,,,,,,,,,,,,
67,,"Penilaian Sejawat: Prediksi Vitamin C, Total Asam Tertitrasi, Total Padatan Terlarut Pada Buah Mangga Menggunakan Near-Infrared Reflectance Spectroscopy. JTP UB.",other,"[{'id': 'diding.sughandy@fp.unila.ac.id', 'name': {'lineage': None, 'family': 'Suhandy', 'honourific': None, 'given': 'Diding'}}]","[{'main': 'JTP UB Mangga (Gabungan).pdf', 'files': [{'hash_type': 'MD5', 'mtime': '2022-03-24 00:36:14', 'filesize': 1406229, 'objectid': 161800, 'filename': 'JTP UB Mangga (Gabungan).pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/451294', 'datasetid': 'document', 'fileid': 451294, 'hash': '02527a888cf1819890e027a663660b88', 'mime_type': 'application/pdf'}], 'docid': 161800, 'format': 'text', 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'placement': 1, 'eprintid': 40488, 'uri': 'http://repository.lppm.unila.ac.id/id/document/161800', 'pos': 1, 'security': 'public'}]",2022-03-24 02:22:59,337,show,40488,archive,2022-03-24 02:22:59,pub,7,2022-03-24 02:22:59,public,['FP18'],Fakultas Teknologi Pertanian Universitas Brawijaya,disk0/00/04/04/88,http://repository.lppm.unila.ac.id/id/eprint/40488,,['S1'],,,,,,,,,,,,['University of Lampung'],[{'type': 'http://www.loc.gov/loc.terms/relators/AUT'}],,,,,,,,,,,,,
68,,Penilaian Sejawat: Quantification of Corn Adulteration in Wet and Dry-Processed Peaberry Ground Roasted Coffees by UV–Vis Spectroscopy and Chemometrics. Molecules. MDPI.,other,"[{'name': {'given': 'Diding', 'lineage': None, 'family': 'Suhandy', 'honourific': None}, 'id': 'diding.sughandy@fp.unila.ac.id'}]","[{'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'format': 'text', 'main': 'MDPI Molecules Coffee Corn (Gabungan).pdf', 'files': [{'fileid': 458665, 'datasetid': 'document', 'mime_type': 'application/pdf', 'hash': 'ba786979ccc38ae01ec0f245b98fe85e', 'hash_type': 'MD5', 'mtime': '2022-04-19 10:36:57', 'filesize': 595575, 'objectid': 163015, 'filename': 'MDPI Molecules Coffee Corn (Gabungan).pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/458665'}], 'docid': 163015, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/163015', 'eprintid': 41379, 'placement': 1}]",2022-04-20 01:36:01,337,show,41379,archive,2022-04-20 01:36:01,pub,7,2022-04-20 01:36:01,public,['FP18'],MDPI AG,disk0/00/04/13/79,http://repository.lppm.unila.ac.id/id/eprint/41379,,['S1'],,,,,,,,,,,,['University of Lampung'],[{'type': 'http://www.loc.gov/loc.terms/relators/AUT'}],,,,,,,,,,,,,
69,,Penilaian Sejawat: Simple analytical method based on UV-visible spectroscopy coupled with SIMCA method for authentication of Lampung robusta coffee with geographic indications (GIs). IOP JP.,other,"[{'id': 'diding.sughandy@fp.unila.ac.id', 'name': {'given': 'Diding', 'lineage': None, 'family': 'Suhandy', 'honourific': None}}]","[{'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/161881', 'pos': 1, 'eprintid': 40557, 'placement': 1, 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'format': 'text', 'main': 'IOP EES GIs Yulia (Gabungan).pdf', 'docid': 161881, 'files': [{'fileid': 451845, 'datasetid': 'document', 'hash': '6e7a5c5dff8f1c3a9dc0e0a6c1e2c6a4', 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2022-03-26 11:11:33', 'objectid': 161881, 'filesize': 1211200, 'filename': 'IOP EES GIs Yulia (Gabungan).pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/451845'}]}]",2022-03-28 01:29:46,337,show,40557,archive,2022-03-28 01:29:46,pub,7,2022-03-28 01:29:46,public,['FP18'],IOP Publishing,disk0/00/04/05/57,http://repository.lppm.unila.ac.id/id/eprint/40557,,['S1'],,,,,,,,,,,,['University of Lampung'],[{'type': 'http://www.loc.gov/loc.terms/relators/AUT'}],,,,,,,,,,,,,
70,,"Penilaian Sejawat: THE USE OF ULTRAVIOLET (UV) SPECTROSCOPY
AND CHEMOMETRICS TO QUANTIFY THE PERCENTAGES OF ADULTERATION IN KALOSI GROUND ROASTED SPECIALTY COFFEE. Taylor's University.",other,"[{'id': 'diding.sughandy@fp.unila.ac.id', 'name': {'honourific': None, 'lineage': None, 'family': 'Suhandy', 'given': 'Diding'}}]","[{'format': 'text', 'files': [{'fileid': 448980, 'datasetid': 'document', 'hash': '7eefac6bdbafe85f20836af2e5887777', 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2022-03-14 11:05:23', 'filesize': 1203134, 'objectid': 161482, 'filename': 'Kalosi (Gabungan Nilai).pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/448980'}], 'main': 'Kalosi (Gabungan Nilai).pdf', 'docid': 161482, 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'eprintid': 40178, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/161482'}]",2022-03-15 01:00:57,337,show,40178,archive,2022-03-15 01:00:57,pub,7,2022-03-15 01:00:57,public,['FP18'],Taylor's University,disk0/00/04/01/78,http://repository.lppm.unila.ac.id/id/eprint/40178,,['S1'],,,,,,,,,,,,,[{'type': 'http://www.loc.gov/loc.terms/relators/AUT'}],,,,,,,,,,,,,
71,,Penilaian Sejawat: The Feasibility of Geographical Origin Discrimination of Lampung Robusta Coffee Using UV-Visible Spectroscopy and Chemometric Methods. IOP EES.,other,"[{'name': {'given': 'Diding', 'family': 'Suhandy', 'lineage': None, 'honourific': None}, 'id': 'diding.sughandy@fp.unila.ac.id'}]","[{'placement': 1, 'eprintid': 40554, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/161878', 'security': 'public', 'files': [{'objectid': 161878, 'filesize': 1317679, 'filename': 'IOP EES Robusta Coffee Yulia (Gabungan).pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/451824', 'hash_type': 'MD5', 'mtime': '2022-03-26 10:46:45', 'fileid': 451824, 'datasetid': 'document', 'hash': 'c6685f1e46efe3c16235096dc05200b2', 'mime_type': 'application/pdf'}], 'main': 'IOP EES Robusta Coffee Yulia (Gabungan).pdf', 'docid': 161878, 'format': 'text', 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1}]",2022-03-28 01:29:28,337,show,40554,archive,2022-03-28 01:29:28,pub,7,2022-03-28 01:29:28,public,['FP18'],IOP Publishing,disk0/00/04/05/54,http://repository.lppm.unila.ac.id/id/eprint/40554,,['S1'],,,,,,,,,,,,['University of Lampung'],[{'type': 'http://www.loc.gov/loc.terms/relators/AUT'}],,,,,,,,,,,,,
72,,Penilaian Sejawat: The Potential Application of Portable Spectrometer Equipped with Integrating Sphere and PLS-DA Method to Authenticate Indonesian Specialty Coffee. AIP.,other,"[{'id': 'diding.sughandy@fp.unila.ac.id', 'name': {'honourific': None, 'lineage': None, 'family': 'Suhandy', 'given': 'Diding'}}]","[{'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'format': 'text', 'docid': 161889, 'main': 'AIP Specialty Coffee Suhandy (Gabungan).pdf', 'files': [{'fileid': 451892, 'datasetid': 'document', 'mime_type': 'application/pdf', 'hash': '9ab708acafb6e0df4868b9e1a0e3de95', 'objectid': 161889, 'filesize': 1205726, 'uri': 'http://repository.lppm.unila.ac.id/id/file/451892', 'filename': 'AIP Specialty Coffee Suhandy (Gabungan).pdf', 'hash_type': 'MD5', 'mtime': '2022-03-27 01:24:29'}], 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/161889', 'pos': 1, 'eprintid': 40562, 'placement': 1}]",2022-03-28 01:29:59,337,show,40562,archive,2022-03-28 01:29:59,pub,7,2022-03-28 01:29:59,public,['FP18'],AIP Publishing,disk0/00/04/05/62,http://repository.lppm.unila.ac.id/id/eprint/40562,,['S1'],,,,,,,,,,,,['University of Lampung'],[{'type': 'http://www.loc.gov/loc.terms/relators/AUT'}],,,,,,,,,,,,,
73,,Penilaian Sejawat: The Qualitative and Quantitative Analysis of Adulteration in Specialty Coffee from Tanggamus Lampung Using UV-Visible Spectroscopy and Chemometrics. AIP.,other,"[{'id': 'diding.sughandy@fp.unila.ac.id', 'name': {'lineage': None, 'family': 'Suhandy', 'honourific': None, 'given': 'Diding'}}]","[{'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/161887', 'pos': 1, 'eprintid': 40560, 'placement': 1, 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'format': 'text', 'main': 'AIP Coffee Tanggamus Yulia (Gabungan).pdf', 'docid': 161887, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/451878', 'filename': 'AIP Coffee Tanggamus Yulia (Gabungan).pdf', 'filesize': 1215137, 'objectid': 161887, 'mtime': '2022-03-26 13:43:48', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'hash': 'cf747cd0d1630505dfdc2b472412a263', 'datasetid': 'document', 'fileid': 451878}]}]",2022-03-28 01:29:57,337,show,40560,archive,2022-03-28 01:29:57,pub,7,2022-03-28 01:29:57,public,['FP18'],AIP Publishing,disk0/00/04/05/60,http://repository.lppm.unila.ac.id/id/eprint/40560,,['S1'],,,,,,,,,,,,['University of Lampung'],[{'type': 'http://www.loc.gov/loc.terms/relators/AUT'}],,,,,,,,,,,,,
74,,"Penilaian Sejawat: The Use of SIMCA Method and NIR Spectroscopy with Hand-Held Spectrometers Equipped with Integrating Sphere for Classification of
Two Different Indonesian Specialty Coffees
. IOP JP.",other,"[{'id': 'diding.sughandy@fp.unila.ac.id', 'name': {'honourific': None, 'lineage': None, 'family': 'Suhandy', 'given': 'Diding'}}]","[{'main': 'IOP JP SIMCA Integrating Sphere Suhandy (Gabungan).pdf', 'files': [{'mtime': '2022-03-26 13:06:28', 'hash_type': 'MD5', 'filename': 'IOP JP SIMCA Integrating Sphere Suhandy (Gabungan).pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/451864', 'objectid': 161885, 'filesize': 1301295, 'hash': 'ca1cdc15faf0670a70c392b81491a5c5', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 451864}], 'docid': 161885, 'format': 'text', 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'placement': 1, 'eprintid': 40558, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/161885', 'security': 'public'}]",2022-03-28 01:29:48,337,show,40558,archive,2022-03-28 01:29:47,pub,7,2022-03-28 01:29:47,public,['FP18'],IOP Publishing,disk0/00/04/05/58,http://repository.lppm.unila.ac.id/id/eprint/40558,,['S1'],,,,,,,,,,,,['University of Lampung'],[{'type': 'http://www.loc.gov/loc.terms/relators/AUT'}],,,,,,,,,,,,,
75,,"Penilaian Sejawat: The Use of UV Spectroscopy and SIMCA for the Authentication of Indonesian Honeys According to Botanical, Entomological and Geographical Origins. Molecules. MDPI.",other,"[{'id': 'diding.sughandy@fp.unila.ac.id', 'name': {'given': 'Diding', 'honourific': None, 'lineage': None, 'family': 'Suhandy'}}]","[{'format': 'text', 'main': 'MDPI Molecules Honey (Gabungan Nilai).pdf', 'docid': 163018, 'files': [{'hash': '0fe9c94aa9b28e104abbdff07f08ca2d', 'mime_type': 'application/pdf', 'fileid': 458683, 'datasetid': 'document', 'mtime': '2022-04-19 13:41:03', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/458683', 'filename': 'MDPI Molecules Honey (Gabungan Nilai).pdf', 'objectid': 163018, 'filesize': 1187251}], 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 41382, 'placement': 1, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/163018', 'pos': 1}]",2022-04-20 01:36:09,337,show,41382,archive,2022-04-20 01:36:09,pub,7,2022-04-20 01:36:09,public,['FP18'],MDPI AG,disk0/00/04/13/82,http://repository.lppm.unila.ac.id/id/eprint/41382,,['S1'],,,,,,,,,,,,['University of Lampung'],[{'type': 'http://www.loc.gov/loc.terms/relators/AUT'}],,,,,,,,,,,,,
76,,Penilaian Sejawat: The authentication of peaberry and civet ground roasted robusta coffee using UV-visible spectroscopy and PLS-DA method with two different particle sizes. IOP EES.,other,"[{'name': {'given': 'Diding', 'honourific': None, 'lineage': None, 'family': 'Suhandy'}, 'id': 'diding.sughandy@fp.unila.ac.id'}]","[{'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/161875', 'security': 'public', 'placement': 1, 'eprintid': 40551, 'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'main': 'IOP EES Peaberry Civet Suhandy (Gabungan).pdf', 'docid': 161875, 'files': [{'mtime': '2022-03-26 02:45:51', 'hash_type': 'MD5', 'filename': 'IOP EES Peaberry Civet Suhandy (Gabungan).pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/451803', 'objectid': 161875, 'filesize': 1223859, 'hash': '178b2427be729c1c578fbc57ce54aedb', 'mime_type': 'application/pdf', 'fileid': 451803, 'datasetid': 'document'}], 'format': 'text'}]",2022-03-28 01:29:22,337,show,40551,archive,2022-03-28 01:29:22,pub,7,2022-03-28 01:29:22,public,['FP18'],IOP Publishing,disk0/00/04/05/51,http://repository.lppm.unila.ac.id/id/eprint/40551,,['S1'],,,,,,,,,,,,['University of Lampung'],[{'type': 'http://www.loc.gov/loc.terms/relators/AUT'}],,,,,,,,,,,,,
77,,Penilaian Sejawat: The classification of arabica gayo wine coffee using UV-visible spectroscopy and PCA-DA method. MATEC,other,"[{'id': 'diding.sughandy@fp.unila.ac.id', 'name': {'family': 'Suhandy', 'lineage': None, 'honourific': None, 'given': 'Diding'}}]","[{'main': 'MATEC Gayo Wine Suhandy (Gabungan).pdf', 'docid': 161836, 'files': [{'hash': '98bfbc45ebe6b9d2263f8724d9b097a0', 'mime_type': 'application/pdf', 'fileid': 451517, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/451517', 'filename': 'MATEC Gayo Wine Suhandy (Gabungan).pdf', 'objectid': 161836, 'filesize': 1221822, 'mtime': '2022-03-24 13:54:23', 'hash_type': 'MD5'}], 'format': 'text', 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'placement': 1, 'eprintid': 40510, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/161836', 'security': 'public'}]",2022-03-25 01:12:15,337,show,40510,archive,2022-03-25 01:12:15,pub,7,2022-03-25 01:12:15,public,['FP18'],MATEC,disk0/00/04/05/10,http://repository.lppm.unila.ac.id/id/eprint/40510,,['S1'],,,,,,,,,,,,['University of Lampung'],[{'type': 'http://www.loc.gov/loc.terms/relators/AUT'}],,,,,,,,,,,,,
78,,Penilaian Sejawat: The potential application of UV-visible spectroscopy and chemometrics for discrimination of Lampung robusta coffee with different fermentations. IOP EES.,other,"[{'name': {'given': 'Diding', 'honourific': None, 'lineage': None, 'family': 'Suhandy'}, 'id': 'diding.sughandy@fp.unila.ac.id'}]","[{'format': 'text', 'main': 'IOP EES Fermentations Yulia (Gabungan).pdf', 'files': [{'fileid': 451838, 'datasetid': 'document', 'mime_type': 'application/pdf', 'hash': '62dc0a1b98d42596147b8aad8283c5bc', 'hash_type': 'MD5', 'mtime': '2022-03-26 11:04:01', 'filesize': 1226245, 'objectid': 161880, 'uri': 'http://repository.lppm.unila.ac.id/id/file/451838', 'filename': 'IOP EES Fermentations Yulia (Gabungan).pdf'}], 'docid': 161880, 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'eprintid': 40556, 'placement': 1, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/161880', 'pos': 1}]",2022-03-28 01:29:44,337,show,40556,archive,2022-03-28 01:29:44,pub,7,2022-03-28 01:29:44,public,['FP18'],IOP Publishing,disk0/00/04/05/56,http://repository.lppm.unila.ac.id/id/eprint/40556,,['S1'],,,,,,,,,,,,['University of Lampung'],[{'type': 'http://www.loc.gov/loc.terms/relators/AUT'}],,,,,,,,,,,,,
79,,Penilaian Sejawat: Uji Keaslian Kopi Bubuk Spesialti Arabika Gayo Aceh Menggunakan Spektroskopi UV dan Kemometrika. Agritech UGM,other,"[{'id': 'diding.sughandy@fp.unila.ac.id', 'name': {'given': 'Diding', 'honourific': None, 'lineage': None, 'family': 'Suhandy'}}]","[{'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/451301', 'filename': 'Agritech Kopi Gayo (Gabungan).pdf', 'objectid': 161801, 'filesize': 1351125, 'mtime': '2022-03-24 00:50:01', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'hash': 'e2fc44edb1c548d69fb3c3aae9f4cb65', 'datasetid': 'document', 'fileid': 451301}], 'main': 'Agritech Kopi Gayo (Gabungan).pdf', 'docid': 161801, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/161801', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 40489}]",2022-03-24 02:23:01,337,show,40489,archive,2022-03-24 02:23:01,pub,7,2022-03-24 02:23:01,public,['FP18'],Fakultas Teknologi Pertanian UGM,disk0/00/04/04/89,http://repository.lppm.unila.ac.id/id/eprint/40489,,['S1'],,,,,,,,,,,,['University of Lampung'],[{'type': 'http://www.loc.gov/loc.terms/relators/AUT'}],,,,,,,,,,,,,
80,,Penilaian Sejawat: Uji Keaslian Madu Lebah Hutan Apis Dorsata Dari Nektar Uniflora Acacia Mangium Menggunakan Spektroskopi Ultraviolet Dan Kemometrika. JTP UB.,other,"[{'name': {'given': 'Diding', 'lineage': None, 'family': 'Suhandy', 'honourific': None}, 'id': 'diding.sughandy@fp.unila.ac.id'}]","[{'eprintid': 40490, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/161802', 'format': 'text', 'main': 'JTP UB Madu (Gabungan).pdf', 'files': [{'mtime': '2022-03-24 01:36:17', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/451308', 'filename': 'JTP UB Madu (Gabungan).pdf', 'objectid': 161802, 'filesize': 1266139, 'hash': '8bda2c3dffc1e26eb8d3fcf2f799ed10', 'mime_type': 'application/pdf', 'fileid': 451308, 'datasetid': 'document'}], 'docid': 161802, 'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1}]",2022-03-24 02:23:02,337,show,40490,archive,2022-03-24 02:23:02,pub,7,2022-03-24 02:23:02,public,['FP18'],Fakultas Teknologi Pertanian Universitas Brawijaya,disk0/00/04/04/90,http://repository.lppm.unila.ac.id/id/eprint/40490,,['S1'],,,,,,,,,,,,['University of Lampung'],[{'type': 'http://www.loc.gov/loc.terms/relators/AUT'}],,,,,,,,,,,,,
81,,Penilaian Sejawat: Uji Penggunaan Metode Discriminant Partial Least Squares (DPLS) dan Data Spektra di Daerah Ultraviolet-Cahaya Tampak untuk Penggolongan Kopi Luwak. JTEP IPB,other,"[{'id': 'diding.sughandy@fp.unila.ac.id', 'name': {'given': 'Diding', 'honourific': None, 'lineage': None, 'family': 'Suhandy'}}]","[{'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'format': 'text', 'files': [{'filesize': 1541305, 'objectid': 161798, 'filename': 'JTEP IPB Kopi Luwak (Gabungan).pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/451280', 'hash_type': 'MD5', 'mtime': '2022-03-23 22:51:56', 'datasetid': 'document', 'fileid': 451280, 'mime_type': 'application/pdf', 'hash': 'f79347a3fbdf855ee6eadad0c24a6005'}], 'main': 'JTEP IPB Kopi Luwak (Gabungan).pdf', 'docid': 161798, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/161798', 'eprintid': 40486, 'placement': 1}]",2022-03-24 02:22:53,337,show,40486,archive,2022-03-24 02:22:53,pub,7,2022-03-24 02:22:53,public,['FP18'],PERTETA,disk0/00/04/04/86,http://repository.lppm.unila.ac.id/id/eprint/40486,,['S1'],,,,,,,,,,,,['University of Lampung'],[{'type': 'http://www.loc.gov/loc.terms/relators/AUT'}],,,,,,,,,,,,,
82,,Penilaian Sejawat: Unsupervised classification of three specialty coffees from Java based on principal component analysis and UV-visible spectroscopy. IOP EES.,other,"[{'name': {'given': 'Diding', 'honourific': None, 'family': 'Suhandy', 'lineage': None}, 'id': 'diding.sughandy@fp.unila.ac.id'}]","[{'format': 'text', 'docid': 161879, 'main': 'IOP EES Java Coffee Suhandy (Gabungan).pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/451831', 'filename': 'IOP EES Java Coffee Suhandy (Gabungan).pdf', 'objectid': 161879, 'filesize': 1314558, 'mtime': '2022-03-26 10:52:49', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'hash': '360d98aa85ed37012e83e0f9e9a3a670', 'datasetid': 'document', 'fileid': 451831}], 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 40555, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/161879'}]",2022-03-28 01:29:30,337,show,40555,archive,2022-03-28 01:29:30,pub,7,2022-03-28 01:29:30,public,['FP18'],IOP Publishing,disk0/00/04/05/55,http://repository.lppm.unila.ac.id/id/eprint/40555,,['S1'],,,,,,,,,,,,['University of Lampung'],[{'type': 'http://www.loc.gov/loc.terms/relators/AUT'}],,,,,,,,,,,,,
