,publisher,divisions,dir,ispublished,rev_number,status_changed,full_text_status,subjects,uri,abstract,title,creators,type,metadata_visibility,eprint_status,eprintid,datestamp,documents,lastmod,userid,date_type,refereed,publication,issn,event_dates,pres_type,event_location,event_type,event_title,official_url,number,pagerange,volume,corp_creators,referencetext,contributors,related_url,id_number,keywords,contact_email,funders,place_of_pub
116,Universitas Lampung,['FP1'],disk0/00/00/61/11,pub,8,2018-04-26 02:04:51,public,['S1'],http://repository.lppm.unila.ac.id/id/eprint/6111,"The purposes of this research were to analyze the household welfare level and household welfare
distribution of salted anchovy fish processors. This research was conducted by survey method in Pasaran
Island Sub-District of Teluk Betung Barat of Bandar Lampung City. This location was selected on purpose
for it is the center of salted anchovy fish producer in Bandar Lampung. All of the 38 active salted fish
producers were recruited as respondents of this research. The data analysis used in this research was
descriptive qualitative and quantitative analysis (statistics). The household wealth distribution was
calculated by the Gini index. The results of this research showed that based on the indicator of BPS, the
welfare of all households of salted anchovy fish producers were classified as the prosperous classes.
Likewise, based on the criteria of Sajogyo, all of them were classified as rich households. of the household
expenditure approach, it showed that their value of Gini ratio based on Oshima criteria was 0.0948 for food
expenditure, 0.1586 for non-food expenditure, and 0.1108 for total household expenditure. While based on
the World Bank criteria, 40 percent of food expenditure processing salted anchovy fish with the lowest
expenditure amounted to 35.35 percent, non-food expenditures amounted to 31.73 percent, and household
spending was 34.78 percent. This suggests that low levels of inequality.
Key words: expenditure, household, salted anchovy fish, welfare",KESEJAHTERAAN RUMAH TANGGA PENGOLAH IKAN TERI ASIN DI PULAU PASARAN KECAMATAN TELUK BETUNG BARAT KOTA BANDAR LAMPUNG,"[{'id': 'kurniatimahasari@yahoo.com', 'name': {'given': 'Kurniati', 'honourific': None, 'lineage': None, 'family': 'Mahasari'}}, {'name': {'honourific': None, 'lineage': None, 'family': 'Lestari', 'given': 'Dyah Aring Hepiana'}, 'id': 'dyaharing@fp.unila.ac.id'}, {'name': {'given': 'Yaktiworo', 'family': 'Indriani', 'lineage': None, 'honourific': None}, 'id': 'yakti_indriani@yahoo.com'}]",article,show,archive,6111,2018-04-26 02:04:51,"[{'content': 'published', 'mime_type': 'application/xml', 'language': 'id', 'rev_number': 3, 'format': 'text', 'main': 676, 'files': [{'hash_type': 'MD5', 'mtime': '2017-11-23 07:31:39', 'objectid': 19017, 'filesize': 19190, 'filename': 676, 'uri': 'http://repository.lppm.unila.ac.id/id/file/56245', 'datasetid': 'document', 'fileid': 56245, 'mime_type': 'application/xml', 'hash': 'e1b338136ab6f9e3ea4df3f220867693'}], 'docid': 19017, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/19017', 'eprintid': 6111, 'placement': 1}]",2018-04-26 02:04:51,938,published,TRUE,JIIA (Jurnal Ilmu-Ilmu Agribisnis),2337-7070,,,,,,http://jurnal.fp.unila.ac.id/index.php/JIA/article/view/735/676,2.0,118-123,2.0,"['Jurusan Agribisnis Fakultas Pertanian Universitas Lampung', 'Jurusan Agribisnis Fakultas Pertanian Universitas Lampung', 'Jurusan Agribisnis Fakultas Pertanian Universitas Lampung']",,,,,,,,
117,,['FP1'],disk0/00/02/61/13,unpub,6,2020-11-19 11:26:57,public,['S1'],http://repository.lppm.unila.ac.id/id/eprint/26113,"ABSTRACT

The objectives of tihis study are to know the net revenue and to know the standard cost of cassava.  This study was conducted on 40 farmes of cassava in Mataram Udik and Mataram Jaya Villages, Bandar Mataram District, Lampung Tengah Country.  The data were processed by using the financial farm analysis.  The average of cassava production is 24,94 ton/ha with the average of its net revenue above its cash cost was Rp12.854.874 and its net revenue above its total cost was Rp5.716.769.  The standard cost of its production is Rp547/kg with its confidence interval 95% between Rp420/kg and Rp863/kg. 

Kata kunci: profit, production cost,confidence interval, cassava","ANALISIS PENDAPATAN DAN BIAYA POKOK PRODUKSI
 USAHATANI UBI KAYU DI KECAMATAN BANDAR MATARAM 
KABUPATEN LAMPUNG TENGAH
(Profit and Production Cost Analysis of Cassava Farming at Bandar Mataram District Center of Lampung)","[{'name': {'lineage': None, 'family': 'Mansi', 'honourific': None, 'given': 'Ayu Aprilia'}, 'id': None}, {'id': 'agus.hudoyo@gmail.com', 'name': {'given': 'Agus', 'lineage': None, 'family': 'Hudoyo', 'honourific': None}}, {'id': None, 'name': {'honourific': None, 'lineage': None, 'family': 'Soelaiman', 'given': 'Achdiansyah'}}]",article,show,archive,26113,2020-11-19 11:26:57,"[{'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/39953', 'pos': 1, 'eprintid': 26113, 'placement': 1, 'mime_type': 'application/msword', 'language': 'en', 'rev_number': 1, 'format': 'text', 'files': [{'mtime': '2020-11-18 15:14:05', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/235497', 'filename': 'NEW!! Ayu Aprilia Mansi (1314131014) - Jurnal JIIA (1) (1).doc', 'objectid': 39953, 'filesize': 137728, 'hash': '000111fd6e512c1d9c59f55dc9a7cc6b', 'mime_type': 'application/msword', 'datasetid': 'document', 'fileid': 235497}], 'main': 'NEW!! Ayu Aprilia Mansi (1314131014) - Jurnal JIIA (1) (1).doc', 'docid': 39953}]",2020-11-19 11:26:57,543,,FALSE,Website,,,,,,,,,,,,,,,,,,,
118,Jurusan Agribisnis Fakultas Pertanian Universitas Lampung,['FP1'],disk0/00/01/10/45,pub,9,2019-04-09 06:56:05,public,['S1'],http://repository.lppm.unila.ac.id/id/eprint/11045,"This research aims to analyze farming income and sustainability of farming practices of coffee certification farmers and coffee non-certification farmers in Tanggamus Regency. This research used survey method. The numbers of samples in this research were 44 respondents of certification farmers and 24 respondents of non-certification farmers. The data was collected from August 2017 to November 2017. The data was analyzed by quantitative and qualitative descriptive analysis. The results showed that farming income of certification farmers were higher than non-certification farmers. Socially and environmental sustainable farming practices of certification farmers were more sustainable than non-certification farmers. Sustainability of economy, social and environmental aspects of certification farmers were more sustainable than non-certification farmers. Total of farming income of certification farmers and non-certification farmers were Rp16,330,309 per hectare and Rp10,637,482 per hectare. About 93.20% of certification
farmers’s farming were sustainable, while about 91.70% of non-certification farmers’s farming were quite
sustainable.
Key words: certification, coffee, farming, sustainability",ANALISIS KEBERLANJUTAN USAHATANI KOPI SERTIFIKASI COMMON CODE FOR THE COFFEE COMMUNITY (4C) DI KABUPATEN TANGGAMUS PROVINSI LAMPUNG,"[{'name': {'lineage': None, 'family': 'Marindra', 'honourific': None, 'given': 'Gita'}, 'id': None}, {'name': {'honourific': None, 'lineage': None, 'family': 'Arifin', 'given': 'Bustanul'}, 'id': 'barifin@uwalumni.com'}, {'id': 'yakti_indriani@yahoo.com', 'name': {'given': 'Yaktiworo', 'lineage': None, 'family': 'Indriani', 'honourific': None}}]",article,show,archive,11045,2019-04-09 06:56:05,"[{'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/24044', 'security': 'public', 'placement': 1, 'eprintid': 11045, 'mime_type': 'application/xml', 'language': 'id', 'rev_number': 3, 'content': 'published', 'files': [{'hash': '676f63bc8e58dd00d1a185a628560c88', 'mime_type': 'application/xml', 'fileid': 101101, 'datasetid': 'document', 'filename': 2432, 'uri': 'http://repository.lppm.unila.ac.id/id/file/101101', 'objectid': 24044, 'filesize': 52964, 'mtime': '2019-03-29 04:37:37', 'hash_type': 'MD5'}], 'main': 2432, 'docid': 24044, 'format': 'text'}]",2019-04-09 06:56:05,938,published,TRUE,Jurnal Ilmu-Ilmu Agribisnis,2337 7070,,,,,,http://jurnal.fp.unila.ac.id/index.php/JIA,4.0,376-383,6.0,['Jurusan Agribisnis Fakultas Pertanian Universoitas Lampung'],,,"[{'url': 'http://jurnal.fp.unila.ac.id/index.php/JIA', 'type': 'pub'}]",,,,,
119,Jurusan Agribisnis Fakultas Pertanian Universitas Lampung,['FP1'],disk0_bak/00/04/84/68,unpub,7,2023-02-22 06:35:20,public,['AI'],http://repository.lppm.unila.ac.id/id/eprint/48468,LEMBAR PENILAIAN SEJAWAT SEBIDANG ATAU PEER REVIEW KARYA ILMIAH : JURNAL ILMIAH NASIONAL,ANALISIS KINERJA DAN NILAI TAMBAH AGROINDUSTRI TAHU DI KECAMATAN GADINGREJO KABUPATEN PRINGSEWU,"[{'name': {'honourific': None, 'family': 'Marlina', 'lineage': None, 'given': 'Lina'}, 'id': 'lina.marlina@fp.unila.ac.id'}]",other,show,archive,48468,2023-02-22 06:35:20,"[{'main': '9 Lina Hary.pdf', 'files': [{'mime_type': 'application/pdf', 'hash': '1ad59cda723e284d374ed8a9bfd24858', 'datasetid': 'document', 'fileid': 528876, 'uri': 'http://repository.lppm.unila.ac.id/id/file/528876', 'filename': '9 Lina Hary.pdf', 'objectid': 187761, 'filesize': 1615132, 'mtime': '2023-02-21 11:02:51', 'hash_type': 'MD5'}], 'docid': 187761, 'format': 'text', 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'placement': 1, 'eprintid': 48468, 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/187761', 'security': 'public'}]",2023-02-22 06:35:20,1172,,,,,,,,,,,,,,,,,,,,,,
120,Jurusan Agribisnis Fakultas Pertanian Universitas Lampung,['FP1'],disk0_bak/00/04/84/70,unpub,7,2023-02-22 06:35:33,public,['AI'],http://repository.lppm.unila.ac.id/id/eprint/48470,LEMBAR PENILAIAN SEJAWAT SEBIDANG ATAU PEER REVIEW KARYA ILMIAH : JURNAL ILMIAH NASIONAL,ANALISIS PENDAPATAN DAN TINGKAT KESEJAHTERAAN RUMAH TANGGA PETANI NANAS DI DESA ASTOMULYO KECAMATAN PUNGGUR KABUPATEN LAMPUNG TENGAH,"[{'name': {'given': 'Lina', 'honourific': None, 'lineage': None, 'family': 'Marlina'}, 'id': 'lina.marlina@fp.unila.ac.id'}]",other,show,archive,48470,2023-02-22 06:35:33,"[{'main': '11 Lina Feren.pdf', 'files': [{'mtime': '2023-02-21 11:10:52', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/528890', 'filename': '11 Lina Feren.pdf', 'filesize': 1605918, 'objectid': 187763, 'mime_type': 'application/pdf', 'hash': 'c49d0f72ba42d21141b95e08af5b7da5', 'fileid': 528890, 'datasetid': 'document'}], 'docid': 187763, 'format': 'text', 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'placement': 1, 'eprintid': 48470, 'uri': 'http://repository.lppm.unila.ac.id/id/document/187763', 'pos': 1, 'security': 'public'}]",2023-02-22 06:35:33,1172,,,,,,,,,,,,,,,,,,,,,,
121,Jurusan Agribisnis Fakultas Pertanian Universitas Lampung,['FP1'],disk0_bak/00/04/84/53,unpub,7,2023-02-21 01:33:31,public,['AI'],http://repository.lppm.unila.ac.id/id/eprint/48453,LEMBAR HASIL PENILAIAN SEJAWAT SEBIDANG ATAU PEER REVIEW 	KARYA ILMIAH : JURNAL ILMIAH NASIONAL,ANALISIS PENDAPATAN USAHATANI DAN FAKTOR-FAKTOR YANG MEMPENGARUHI PRODUKSI CABAI MERAH DI DESA TRIMULYO KECAMATAN TEGINENENG KABUPATEN PESAWARAN,"[{'id': 'lina.marlina@fp.unila.ac.id', 'name': {'given': 'Lina', 'honourific': None, 'family': 'Marlina', 'lineage': None}}]",other,show,archive,48453,2023-02-21 01:33:31,"[{'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'format': 'text', 'docid': 187747, 'main': '3 Lina Intan.pdf', 'files': [{'mtime': '2023-02-20 14:45:30', 'hash_type': 'MD5', 'uri': 'http://repository.lppm.unila.ac.id/id/file/528771', 'filename': '3 Lina Intan.pdf', 'objectid': 187747, 'filesize': 1770426, 'mime_type': 'application/pdf', 'hash': '9a08149f3ceb44c0a71c4fbe8af3bd6a', 'fileid': 528771, 'datasetid': 'document'}], 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/187747', 'eprintid': 48453, 'placement': 1}]",2023-02-21 01:33:31,1172,,,,,,,,,,,,,,,,,,,,,,
122,Jurusan Agribisnis Fakultas Pertanian Universitas Lampung,['FP1'],disk0_bak/00/04/84/54,unpub,7,2023-02-21 01:33:34,public,['AI'],http://repository.lppm.unila.ac.id/id/eprint/48454,LEMBAR HASIL PENILAIAN SEJAWAT SEBIDANG ATAU PEER REVIEW 	KARYA ILMIAH : JURNAL ILMIAH NASIONAL,ANALISIS PENDAPATAN USAHATANI LADA HITAM DAN TINGKAT KESEJAHTERAAN RUMAH TANGGA DI KECAMATAN MELINTING KABUPATEN LAMPUNG TIMUR,"[{'name': {'given': 'Lina', 'lineage': None, 'family': 'Marlina', 'honourific': None}, 'id': 'lina.marlina@fp.unila.ac.id'}]",other,show,archive,48454,2023-02-21 01:33:34,"[{'format': 'text', 'files': [{'fileid': 528778, 'datasetid': 'document', 'mime_type': 'application/pdf', 'hash': '8ab422476d8aa29b134a7a44f755c20b', 'objectid': 187748, 'filesize': 1650963, 'filename': '4 Lina bella.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/528778', 'hash_type': 'MD5', 'mtime': '2023-02-20 14:47:45'}], 'main': '4 Lina bella.pdf', 'docid': 187748, 'rev_number': 1, 'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 48454, 'placement': 1, 'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/187748'}]",2023-02-21 01:33:34,1172,,,,,,,,,,,,,,,,,,,,,,
123,Jurusan Agribisnis Fakultas Pertanian Universitas Lampung,['FP1'],disk0_bak/00/04/85/22,unpub,7,2023-02-24 02:42:19,public,['AI'],http://repository.lppm.unila.ac.id/id/eprint/48522,LEMBAR HASIL PENILAIAN SEJAWAT SEBIDANG ATAU PEER REVIEW KARYA ILMIAH : JURNAL ILMIAH NASIONAL,"ANALISIS PENENTUAN HARGA POKOK PRODUKSI, NILAI TAMBAH DAN STRATEGI OPERASIONAL AGROINDUSTRI KOPI LAMPUNG SR DI KOTA BANDAR LAMPUNG","[{'name': {'given': 'Lina', 'honourific': None, 'family': 'Marlina', 'lineage': None}, 'id': 'lina.marlina@fp.unila.ac.id'}]",other,show,archive,48522,2023-02-24 02:42:19,"[{'mime_type': 'application/pdf', 'language': 'en', 'rev_number': 1, 'main': '22 Lina Nadya.pdf', 'docid': 187818, 'files': [{'fileid': 529289, 'datasetid': 'document', 'hash': '64ba3e25e0a65edbad9f42425ad0b015', 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2023-02-23 02:11:33', 'objectid': 187818, 'filesize': 1615751, 'uri': 'http://repository.lppm.unila.ac.id/id/file/529289', 'filename': '22 Lina Nadya.pdf'}], 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/187818', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 48522}]",2023-02-24 02:42:19,1172,,,,,,,,,,,,,,,,,,,,,,
124,Jurusan Agribisnis Fakultas Pertanian Universitas Lampung,['FP1'],disk0_bak/00/04/84/64,unpub,8,2023-02-22 06:35:25,public,['AI'],http://repository.lppm.unila.ac.id/id/eprint/48464,LEMBAR HASIL PENILAIAN SEJAWAT SEBIDANG ATAU PEER REVIEW KARYA ILMIAH : JURNAL ILMIAH NASIONAL,ANALISIS USAHATANI DAN FAKTOR-FAKTOR YANG MEMPENGARUHI KEUNTUNGAN USAHATANI CABAI MERAH DI KECAMATAN TULANG BAWANG TENGAH KABUPATEN TULANG BAWANG BARAT,"[{'name': {'honourific': None, 'family': 'Marlina', 'lineage': None, 'given': 'Lina'}, 'id': 'lina.marlina@fp.unila.ac.id'}]",other,show,archive,48464,2023-02-22 06:35:25,"[{'language': 'en', 'mime_type': 'application/pdf', 'rev_number': 1, 'format': 'text', 'files': [{'fileid': 528850, 'datasetid': 'document', 'hash': 'fac60295967de5c73b351ee7cd711a32', 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2023-02-21 09:41:28', 'objectid': 187757, 'filesize': 1654065, 'uri': 'http://repository.lppm.unila.ac.id/id/file/528850', 'filename': '6 Lina Afaf.pdf'}], 'main': '6 Lina Afaf.pdf', 'docid': 187757, 'security': 'public', 'uri': 'http://repository.lppm.unila.ac.id/id/document/187757', 'pos': 1, 'eprintid': 48464, 'placement': 1}]",2023-02-22 06:35:25,1172,,,,,,,,,,,,,,,,,,,,,,
125,Jurusan Agribisnis Fakultas Pertanian Universitas Lampung,['FP1'],disk0_bak/00/04/84/87,unpub,7,2023-02-22 06:36:08,public,['AI'],http://repository.lppm.unila.ac.id/id/eprint/48487,LEMBAR HASIL PENILAIAN SEJAWAT SEBIDANG ATAU PEER REVIEW KARYA ILMIAH : JURNAL ILMIAH NASIONAL,Analisis Pendapatan Dan Tingkat Kesejahteraan Rumah Tangga Peternak Sapi Potong Kelompok Ternak Limousin Desa Astomulyo Kecamatan Punggur Kabupaten Lampung Tengah,"[{'id': 'lina.marlina@fp.unila.ac.id', 'name': {'given': 'Lina', 'family': 'Marlina', 'lineage': None, 'honourific': None}}]",other,show,archive,48487,2023-02-22 06:36:08,"[{'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/187782', 'security': 'public', 'placement': 1, 'eprintid': 48487, 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'main': '15 Lina Annisa.pdf', 'docid': 187782, 'files': [{'filename': '15 Lina Annisa.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/529007', 'filesize': 1587450, 'objectid': 187782, 'mtime': '2023-02-22 04:38:01', 'hash_type': 'MD5', 'hash': '0edf0eee5ca68958fb1f8aa96f84db3f', 'mime_type': 'application/pdf', 'datasetid': 'document', 'fileid': 529007}], 'format': 'text'}]",2023-02-22 06:36:08,1172,,,,,,,,,,,,,,,,,,,,,,
126,Jurusan Agribisnis Fakultas Pertanian Universitas Lampung,['FP1'],disk0_bak/00/04/84/88,unpub,8,2023-02-22 06:36:06,public,['AI'],http://repository.lppm.unila.ac.id/id/eprint/48488,LEMBAR HASIL PENILAIAN SEJAWAT SEBIDANG ATAU PEER REVIEW KARYA ILMIAH : JURNAL ILMIAH NASIONAL,Analisis Penentuan Biaya Pokok Produksi Olahan Kopi Robusta di Koperasi Tirto Kencono Kabupaten Tanggamus,"[{'id': 'lina.marlina@fp.unila.ac.id', 'name': {'given': 'Lina', 'honourific': None, 'family': 'Marlina', 'lineage': None}}]",other,show,archive,48488,2023-02-22 06:36:06,"[{'security': 'public', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/187783', 'eprintid': 48488, 'placement': 1, 'language': 'en', 'rev_number': 1, 'mime_type': 'application/pdf', 'format': 'text', 'docid': 187783, 'main': '16 Lina Aufa.pdf', 'files': [{'fileid': 529014, 'datasetid': 'document', 'hash': '4c09d09b8ab76c1852af7902a0d83e58', 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2023-02-22 04:43:21', 'objectid': 187783, 'filesize': 1613319, 'filename': '16 Lina Aufa.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/529014'}]}]",2023-02-22 06:36:06,1172,,,,,,,,,,,,,,,,,,,,,,
